X,Y,facname,facdomain,borocd
-73.844057,40.843007,Daytop Bronx,"Education, Child Welfare, and Youth",210
-73.82241,40.864603,North Bronx Activities Center,"Education, Child Welfare, and Youth",210
-73.829577,40.863597,Park,"Parks, Gardens, and Historical Sites",210
-73.817533,40.837101,Mcsweeney Otc At Providence Rest,"Education, Child Welfare, and Youth",210
-73.83066,40.839552,Royal Sprout Prep,"Education, Child Welfare, and Youth",210
-73.828058,40.849882,Shining Stars UPK,"Education, Child Welfare, and Youth",210
-73.831579,40.830924,Park,"Parks, Gardens, and Historical Sites",210
-73.838758,40.838185,Calucci Park Pl,"Education, Child Welfare, and Youth",210
-73.821542,40.868459,Hutchinson River Parkway Bridge,Core Infrastructure and Transportation,210
-73.817984,40.819639,Ivy League Early Learning Academy,"Education, Child Welfare, and Youth",210
-73.826094,40.837278,Ms. Elena's Sunshine Early Learning Center,"Education, Child Welfare, and Youth",210
-73.812771,40.813264,City Owned Property,Administration of Government,210
-73.847983,40.835007,Kadima Medical Properties LLC,Administration of Government,210
-73.816846,40.843895,Palmer Inlet Park,"Parks, Gardens, and Historical Sites",210
-73.83914,40.839941,P.S. X721 - Stephen Mcsweeney School,"Education, Child Welfare, and Youth",210
-73.825309,40.823875,PSa 8 - Throgs Neck,Health and Human Services,210
-73.782696,40.848111,Pier - Fordham Street,Core Infrastructure and Transportation,210
-73.829442,40.827229,USDA-CEO P754x At Ms 101x,"Education, Child Welfare, and Youth",210
-73.825623,40.821375,Throggs Neck Addition,Health and Human Services,210
-73.835365,40.84412,Burke Rehab Sports&Physical Medicine,Health and Human Services,210
-73.841123,40.839604,The Institute for Family Health at Westchester Square,Health and Human Services,210
-73.819164,40.84078,"Argento Rubbish Removal, Inc.",Core Infrastructure and Transportation,210
-73.842206,40.838849,Ferris Family Burial Plot,"Parks, Gardens, and Historical Sites",210
-73.772445,40.852095,New York City D.O.T. Hart Island Ferry Slip,Core Infrastructure and Transportation,210
-73.822379,40.812697,City Owned Property,Administration of Government,210
-73.816531,40.831864,"Life Skills Home Training Tutorial Program For Preschoolers, Inc","Education, Child Welfare, and Youth",210
-73.841804,40.839485,City Owned Property,Administration of Government,210
-73.828586,40.863776,Sp Plus Corporation,Core Infrastructure and Transportation,210
-73.84291,40.835526,"Cardinal Health 414; LLC",Core Infrastructure and Transportation,210
-73.829173,40.879412,"Bay Park Center for Nursing and Rehabilitation, LLC",Health and Human Services,210
-73.826945,40.842711,City Owned Property,Administration of Government,210
-73.828611,40.870278,Baychester,Libraries and Cultural Programs,210
-73.822758,40.820341,Throggs Neck Early Learn Center,"Education, Child Welfare, and Youth",210
-73.843806,40.842876,Provide Automotive Inc.,Core Infrastructure and Transportation,210
-73.827433,40.877741,Marcus Garvey (3),"Education, Child Welfare, and Youth",210
