X,Y,facname,facdomain,borocd
-74.114278,40.566388,Staten Island Hebrew Academy,"Education, Child Welfare, and Youth",502
-74.162803,40.602459,Kids Connect Usa,"Education, Child Welfare, and Youth",502
-74.071706,40.588234,City Owned Property,Administration of Government,502
-74.194308,40.607004,Saw Mill Creek Park  R-130,"Parks, Gardens, and Historical Sites",502
-74.165216,40.595314,"Jerry The Rubbish Man & Company, Inc.",Core Infrastructure and Transportation,502
-74.081657,40.582832,South Beach State Park,"Parks, Gardens, and Historical Sites",502
-74.188336,40.609392,"Boro Transit, Inc.",Core Infrastructure and Transportation,502
-74.06805,40.601609,Sisters Of St. John The Baptist Inc.,Health and Human Services,502
-74.098212,40.575865,IS 2 Playground/Midland Field,"Parks, Gardens, and Historical Sites",502
-74.063027,40.595802,South Beach,Libraries and Cultural Programs,502
-74.184383,40.628023,Staen Island Railway,Administration of Government,502
-74.191726,40.596913,R-112,"Parks, Gardens, and Historical Sites",502
-74.131744,40.592297,Seaview Hospital/Ems St. 22,Health and Human Services,502
-74.185119,40.600041,Meredith Woods,Administration of Government,502
-74.08432,40.589784,City Owned Property,Administration of Government,502
-74.185124,40.595018,Cannon Ave Monument,Administration of Government,502
-74.132298,40.605132,City Owned Property,Administration of Government,502
-74.092366,40.571678,NYC Office of the Mayor Office,Administration of Government,502
-74.114848,40.571572,New Dorp Christian Academy,"Education, Child Welfare, and Youth",502
-74.126477,40.59482,Jewish Community Center of Staten Island,Health and Human Services,502
-74.090516,40.595407,Staten Island Extension DTC,Health and Human Services,502
-74.087792,40.584004,PSych/Alcoholism Treatment Pgm,Health and Human Services,502
-74.152712,40.608689,Bumblebees - R - Us,"Education, Child Welfare, and Youth",502
-74.109247,40.574683,City Owned Property,Administration of Government,502
-74.1412,40.576107,Staten Island Light,"Parks, Gardens, and Historical Sites",502
-74.088931,40.607608,"Eng 160, Rescue 5, Div.8 Prkg",Administration of Government,502
-74.14926,40.58891,Children's Playhouse,"Education, Child Welfare, and Youth",502
-74.090919,40.602532,P.S. 048 William C Wilcox,"Education, Child Welfare, and Youth",502
-74.072684,40.586756,South Beach Wetlands,"Parks, Gardens, and Historical Sites",502
-74.131744,40.592297,Seaview Hospital/Ems St. 22,"Parks, Gardens, and Historical Sites",502
-74.111957,40.571932,New Dorp,Libraries and Cultural Programs,502
-74.162882,40.602059,Big Birds Playhouse Corp.,"Education, Child Welfare, and Youth",502
-74.086761,40.575702,City Owned Property,Administration of Government,502
-74.100178,40.577155,IS  2 & Playground,"Parks, Gardens, and Historical Sites",502
-74.078705,40.578804,Fd Roosevelt Broadwalk & Beach,"Parks, Gardens, and Historical Sites",502
-74.067053,40.591065,"Smiles Around Us II, Inc.",Health and Human Services,502
-74.099432,40.57468,USDA-CEO P037r At PS 38r,"Education, Child Welfare, and Youth",502
-74.093489,40.595609,City Owned Property,Administration of Government,502
-74.082576,40.583461,South Beach ATC IP,Health and Human Services,502
-74.09155,40.608854,South Clove Road Cemetery,"Parks, Gardens, and Historical Sites",502
-74.090996,40.592604,City Owned Property,Administration of Government,502
-74.07829,40.579599,South Beach Seaview Academy,Health and Human Services,502
-74.082576,40.583461,"Busy Beach Day Care Center, Inc.","Education, Child Welfare, and Youth",502
-74.067053,40.591065,Smiles Around Us Academy,"Education, Child Welfare, and Youth",502
-74.088946,40.584702,Kinder Care Creative Montessori Sch,"Education, Child Welfare, and Youth",502
-74.134832,40.583688,Willowbrook Parkway,"Parks, Gardens, and Historical Sites",502
-74.06805,40.601609,St. John Villa Academy,"Education, Child Welfare, and Youth",502
-74.127884,40.597917,Hospital,Health and Human Services,502
-74.1618,40.604808,Ivy League Early Learning Academy,Health and Human Services,502
-74.110599,40.578316,City Owned Property,Administration of Government,502
-74.188846,40.612736,Staten Island Industrial Park,Administration of Government,502
-74.137338,40.59687,City Owned Property,Administration of Government,502
-74.07829,40.579599,Mobile Integration Team,Health and Human Services,502
-74.126477,40.59482,"Jewish Community  Center Of Staten Island, Incorporated","Education, Child Welfare, and Youth",502
-74.126034,40.604197,City Owned Property,Administration of Government,502
-74.163425,40.609976,Moore Catholic High School,"Education, Child Welfare, and Youth",502
-74.098839,40.563463,A Very Special Place  Inc.,Health and Human Services,502
-74.10304,40.587284,Berry Houses,Health and Human Services,502
-74.100178,40.577155,IS  2 & Playground,"Parks, Gardens, and Historical Sites",502
-74.192558,40.590936,Sylvan Grove,"Parks, Gardens, and Historical Sites",502
-74.190768,40.599648,City Owned Property,Administration of Government,502
-74.148674,40.586258,P.S. 31,Health and Human Services,502
-74.131323,40.603721,American Computer Training & Consult,"Education, Child Welfare, and Youth",502
-74.154547,40.592431,"Enrichment Through the Arts, Inc.",Libraries and Cultural Programs,502
-74.132989,40.595475,Seaview Hospital/Ems St. 22,Health and Human Services,502
-74.190153,40.606534,Sawmill Creek State Tidal Wetland,"Parks, Gardens, and Historical Sites",502
-74.114558,40.573157,The Academy Of Cosmetology & Estheti,"Education, Child Welfare, and Youth",502
-74.085957,40.582916,Primary Care Clinic,Health and Human Services,502
-74.100853,40.587617,Berry Houses,Health and Human Services,502
-74.11907,40.575845,Colonial Transportation Corp.,Core Infrastructure and Transportation,502
-74.191525,40.609275,Saw Mill Creek Marsh,"Parks, Gardens, and Historical Sites",502
-74.195121,40.597466,Meredith Woods,"Parks, Gardens, and Historical Sites",502
-74.17355,40.59188,Fresh Kills Park,Administration of Government,502
-74.07829,40.579599,Bridger III - NonMedicaid CC,Health and Human Services,502
-74.183727,40.61309,Faztec Industries,Core Infrastructure and Transportation,502
-74.119861,40.596657,Todt Hill Woods,"Parks, Gardens, and Historical Sites",502
-74.076353,40.595711,Holy Rosary School,"Education, Child Welfare, and Youth",502
-74.185946,40.608552,Saw Mill Creek Park,"Parks, Gardens, and Historical Sites",502
-74.172985,40.607354,John W Lavelle Prep Charter School,"Education, Child Welfare, and Youth",502
-74.122669,40.598752,Gan Israel Day Camp,"Education, Child Welfare, and Youth",502
-74.145274,40.593484,0276 - Staten Island Ddso,Health and Human Services,502
-74.122622,40.598694,Jcc Of Staten Island - Lillian Schwartz Day Camp,"Education, Child Welfare, and Youth",502
-74.091585,40.571746,The Itsy Bitsy Daycare,"Education, Child Welfare, and Youth",502
-74.119581,40.608689,Todt Hill Playground,"Parks, Gardens, and Historical Sites",502
-74.07829,40.579599,PSychiatric Inpatient Unit,Health and Human Services,502
-74.181037,40.624618,Old Place Creek State Tidal Wetland,"Parks, Gardens, and Historical Sites",502
-74.193836,40.599233,J Bruno and Sons Inc,Core Infrastructure and Transportation,502
-74.079038,40.594991,South Beach Cornerstone,"Education, Child Welfare, and Youth",502
-74.100726,40.576725,IS 2,"Education, Child Welfare, and Youth",502
-74.108493,40.573597,PS 41,"Education, Child Welfare, and Youth",502
-74.087664,40.594772,City Owned Property,Administration of Government,502
-74.12634,40.594771,Jewish Community Center Of Staten Island,"Education, Child Welfare, and Youth",502
-74.143086,40.57255,Community Resources,"Education, Child Welfare, and Youth",502
-74.100178,40.577155,Uau IS 2 Beacon,"Education, Child Welfare, and Youth",502
-74.173391,40.602919,Community Resources For The Dd (Dba),Health and Human Services,502
-74.186647,40.574112,NYCdos/Gsf Fresh Kills Gas Plant,Core Infrastructure and Transportation,502
-74.158606,40.592426,I.S. 72 Rocco Laurie,"Education, Child Welfare, and Youth",502
-74.102037,40.608288,Michael J. Petrides School,"Education, Child Welfare, and Youth",502
-74.17892,40.591389,Fresh Kills Park,"Parks, Gardens, and Historical Sites",502
-74.179411,40.605335,Teleport Lease To Port Auth,Administration of Government,502
-74.099434,40.574816,P.S. 038 George Cromwell,"Education, Child Welfare, and Youth",502
-74.070934,40.597743,Arrochar Playground,"Parks, Gardens, and Historical Sites",502
-74.170087,40.609331,Staten Island Industrial Park,Administration of Government,502
-74.158606,40.592426,"United Activities Unlimited, I.S. 72-Ost","Education, Child Welfare, and Youth",502
-74.087792,40.584004,Partial Hospitalization Program,Health and Human Services,502
-74.171971,40.578765,Fresh Kills Landfill,"Public Safety, Emergency Services, and Administration of Justice",502
-74.180461,40.597831,Squad 8/Do#8 SI Boro Cmd,"Public Safety, Emergency Services, and Administration of Justice",502
-74.071059,40.597184,South Beach Branch Library,Libraries and Cultural Programs,502
-74.088728,40.582537,P.S. 052 John C Thompson,"Education, Child Welfare, and Youth",502
-74.176936,40.613969,Rainbow's  Reach,"Education, Child Welfare, and Youth",502
-74.13077,40.603727,Meiers Corners West,"Education, Child Welfare, and Youth",502
-74.090917,40.571754,City Owned Property,Administration of Government,502
-74.084469,40.579132,City Owned Property,Administration of Government,502
-74.075125,40.59604,Benjamin Soto Skate Park,"Education, Child Welfare, and Youth",502
-74.160671,40.583264,Space Shuttle Columbia School,"Education, Child Welfare, and Youth",502
-74.114127,40.610383,Park,"Parks, Gardens, and Historical Sites",502
-74.179917,40.605707,St. Paul's Schl Nurs - Si,"Education, Child Welfare, and Youth",502
-74.165824,40.573903,Yukon Depot,Core Infrastructure and Transportation,502
-74.177435,40.600696,L & S Auto Body & Towing Inc.,Core Infrastructure and Transportation,502
-74.188336,40.609392,Leesel Transp Corp (B2192),Core Infrastructure and Transportation,502
-74.182753,40.599146,Zuckermann Natural Resource Area,"Parks, Gardens, and Historical Sites",502
-74.07091,40.599817,Mother Franciska Elementary School,"Education, Child Welfare, and Youth",502
-74.131744,40.592297,So. Richmond HS At Seaview Hospital,"Education, Child Welfare, and Youth",502
-74.122669,40.598752,Mosholu Montefiore Com Ctr N Annex,"Education, Child Welfare, and Youth",502
-74.157656,40.608443,"Richard Lane""""",Administration of Government,502
-74.135338,40.593884,"Sea View Hospital, Rehabilitation Center and Home",Health and Human Services,502
-74.100853,40.587617,"Staten Island Mental Health Society, Inc.","Education, Child Welfare, and Youth",502
-74.107022,40.570008,School Health Center At New Dorp,Health and Human Services,502
-74.158493,40.593686,City Owned Property,Administration of Government,502
-74.181797,40.625831,Old Place Creek State Tidal Wetland,"Parks, Gardens, and Historical Sites",502
-74.099049,40.584502,"New Creek Bluebelt, Phase 3","Parks, Gardens, and Historical Sites",502
-74.190197,40.607513,Saw Mill Creek Marsh,"Parks, Gardens, and Historical Sites",502
-74.116855,40.573388,New Millennium Training Center (The),"Education, Child Welfare, and Youth",502
-74.138115,40.576315,"Jacques Marchais Center of Tibetan Arts, Inc.",Libraries and Cultural Programs,502
-74.131744,40.592297,Grace Foundation,Health and Human Services,502
-74.089059,40.574083,New Creek Blue Belt Addition,"Parks, Gardens, and Historical Sites",502
-74.166669,40.563174,La Tourette Park.& Golfcourse,"Parks, Gardens, and Historical Sites",502
-74.100617,40.590641,"Eng 159, Satellite 5","Public Safety, Emergency Services, and Administration of Justice",502
-74.133932,40.591403,Blood Root Valley,"Parks, Gardens, and Historical Sites",502
-74.126477,40.59482,"Jewish Community Center of Staten Island, Inc.",Libraries and Cultural Programs,502
-74.13772,40.602851,PS 54,"Education, Child Welfare, and Youth",502
-74.090076,40.602175,PS 48 & Playground.(Jop),"Education, Child Welfare, and Youth",502
-74.133575,40.575289,Richmond Creek S.I. Bluebelt,"Parks, Gardens, and Historical Sites",502
-74.111535,40.576097,City Owned Property,Administration of Government,502
-74.186203,40.581754,Freshkills Park Addition,Administration of Government,502
-74.104367,40.576067,Cambridge Academy,"Education, Child Welfare, and Youth",502
-74.100733,40.564763,To North Side Of Beacon Pl,Administration of Government,502
-74.161775,40.57239,La Tourette Park.& Golf Course,"Parks, Gardens, and Historical Sites",502
-74.162376,40.592759,"Jewish Community Center Of Staten Island, Inc.","Education, Child Welfare, and Youth",502
-74.174011,40.612585,Staten Island Industrial Park,"Parks, Gardens, and Historical Sites",502
-74.107022,40.570008,New Dorp HS & Af,"Parks, Gardens, and Historical Sites",502
-74.101244,40.586922,Berry Houses,Health and Human Services,502
-74.103973,40.609302,PS 37 Petrides Annex,"Education, Child Welfare, and Youth",502
-74.067053,40.591065,"Smiles Around Us II, Inc.","Education, Child Welfare, and Youth",502
-74.103973,40.609302,USDA-CEO P037r At PS 80 M.J.P.,"Education, Child Welfare, and Youth",502
-74.160904,40.582813,"PS 58, Is43","Education, Child Welfare, and Youth",502
-74.088211,40.584245,Center for Womens Health,Health and Human Services,502
-74.18088,40.598766,Destination Towing & Autobody Inc.,Core Infrastructure and Transportation,502
-74.171971,40.578765,Fresh Kills Landfill,Administration of Government,502
-74.162036,40.609811,Children At Play Early Intervention Center,"Education, Child Welfare, and Youth",502
-74.092144,40.581119,Wonder Years Pre-School (The),"Education, Child Welfare, and Youth",502
-74.117939,40.572166,Staten Island Pre - School,"Education, Child Welfare, and Youth",502
-74.095951,40.607184,John Ippolito Trucking & Excavation,Core Infrastructure and Transportation,502
-74.164621,40.609658,Bishop Patrick V Ahern High School,"Education, Child Welfare, and Youth",502
-74.100655,40.590351,Prodigy Preschool 2,Health and Human Services,502
-74.088257,40.57755,"New Creek Bluebelt, Phase 5",Administration of Government,502
-74.107022,40.570008,New Dorp HS & Af,"Education, Child Welfare, and Youth",502
-74.091164,40.602371,Pre-K Center At 1055 Targee Street,"Education, Child Welfare, and Youth",502
-74.098809,40.5749,Midland Playground,"Parks, Gardens, and Historical Sites",502
-74.075125,40.59604,Parks And Rec Berry House,"Education, Child Welfare, and Youth",502
-74.179465,40.605263,Pre - K Center At 1 Teleport Drive,"Education, Child Welfare, and Youth",502
-74.120979,40.602767,Therapy Pros O.T. & Educational Serv,"Education, Child Welfare, and Youth",502
-74.09796,40.590737,PS 11,"Education, Child Welfare, and Youth",502
-74.085611,40.584517,Staten Island University Hospital,"Education, Child Welfare, and Youth",502
-74.099285,40.574786,"PS 38, Mini-Schl & Plgnd (Jop)","Education, Child Welfare, and Youth",502
-74.10128,40.576401,IS 2 Playground/Ballfield,"Parks, Gardens, and Historical Sites",502
-74.165825,40.573902,La Tourette Park,"Parks, Gardens, and Historical Sites",502
-74.1801,40.620204,Old Place Creek State Tidal Wetland,"Parks, Gardens, and Historical Sites",502
-74.175833,40.617222,Corporate Park Of Staten Island,Core Infrastructure and Transportation,502
