X,Y,facname,facdomain,borocd
-73.923525,40.83739,Tiffany,"Education, Child Welfare, and Youth",204
-73.921066,40.827103,"All Seasons Abc  Day Care, LLC","Education, Child Welfare, and Youth",204
-73.932318,40.821304,City Owned Property,Administration of Government,204
-73.927064,40.846313,Bridge Park,"Parks, Gardens, and Historical Sites",204
-73.922125,40.831745,Momentum Project Inc. @ COGOP,Health and Human Services,204
-73.924923,40.84177,Community Food Pantry @ Highbridge,Health and Human Services,204
-73.918936,40.824085,Marshall England Site - Highbridge,"Education, Child Welfare, and Youth",204
-73.923352,40.838308,Martin Luther King Memorial Pk,"Parks, Gardens, and Historical Sites",204
-73.916521,40.834082,Park,Administration of Government,204
-73.917321,40.836704,Rosalyn Yalow Charter School,"Education, Child Welfare, and Youth",204
-73.904582,40.84262,Labor Bathgate DCC Playlot,"Parks, Gardens, and Historical Sites",204
-73.932769,40.827794,Bronx Terminal Market,Administration of Government,204
-73.922564,40.83735,All Muslim Center,"Education, Child Welfare, and Youth",204
-73.923897,40.839632,Bronx Community Solutions,"Education, Child Welfare, and Youth",204
-73.926019,40.837312,Presbyterian Senior Services,Health and Human Services,204
-73.923063,40.838881,Tolentine Zeiser Community Life Ctr @ Sacred Heart,Health and Human Services,204
-73.917955,40.844753,Park,"Parks, Gardens, and Historical Sites",204
-73.909644,40.84145,Parkside Summer,"Education, Child Welfare, and Youth",204
-73.924768,40.819538,Mott Haven Yard,Core Infrastructure and Transportation,204
-73.922418,40.843925,Plimpton Playground,"Parks, Gardens, and Historical Sites",204
-73.923361,40.827047,Lou Gehrig Plaza,"Parks, Gardens, and Historical Sites",204
-73.915767,40.826083,Missionary Church of Christ,Health and Human Services,204
-73.922249,40.82495,Flynn Park,"Education, Child Welfare, and Youth",204
-73.919127,40.826509,Bronx Hall Of Justice,Administration of Government,204
-73.920294,40.832806,Mid-Bronx Food Pantry,Health and Human Services,204
-73.928745,40.838096,Hac/ Doris E. Stone,"Education, Child Welfare, and Youth",204
-73.917561,40.832059,The Family School,"Education, Child Welfare, and Youth",204
-73.926759,40.825825,River Avenue Park,Administration of Government,204
-73.9142,40.832255,Success Academy Charter School - Bronx 2,"Education, Child Welfare, and Youth",204
-73.915764,40.840348,Lucero Elementary School,"Education, Child Welfare, and Youth",204
-73.925478,40.830801,Qp Isabel LLC,Core Infrastructure and Transportation,204
-73.928075,40.821456,Horger Inc.,Core Infrastructure and Transportation,204
-73.920291,40.826886,Bronx County Family Court,"Public Safety, Emergency Services, and Administration of Justice",204
-73.920102,40.844487,Park,"Parks, Gardens, and Historical Sites",204
-73.911344,40.82963,Paradise Parking Corp.,Core Infrastructure and Transportation,204
-73.926167,40.842645,"Samaritan Daytop Village, Inc IR 2",Health and Human Services,204
-73.924147,40.844309,Bridge Playground,"Parks, Gardens, and Historical Sites",204
-73.92029,40.836215,Morrisania Diagnostic & Treatment Center,Health and Human Services,204
-73.920711,40.839432,BX05g,Core Infrastructure and Transportation,204
-73.929853,40.822816,Mp Btm LLC,Core Infrastructure and Transportation,204
-73.922793,40.841757,Astor - Non-Medicaid CC,Health and Human Services,204
-73.929954,40.830004,Nelson Playground,"Education, Child Welfare, and Youth",204
-73.926486,40.837471,Highbridge DCC Playlot,"Parks, Gardens, and Historical Sites",204
-73.920291,40.826886,Bronx Criminal/Family Court,Administration of Government,204
-73.911919,40.832626,P.S. 053 Basheer Quisim,"Education, Child Welfare, and Youth",204
-73.91879,40.839883,SCAN-NY Volunteer Parent-Aides OP,Health and Human Services,204
-73.928112,40.838172,The Highbridge Green School,"Education, Child Welfare, and Youth",204
-73.921756,40.834301,1150 River Parking Corp,Core Infrastructure and Transportation,204
-73.920026,40.835847,C.E.S./C.I.S. 218 Rafael Herna,"Education, Child Welfare, and Youth",204
-73.917561,40.832059,The Family School,"Education, Child Welfare, and Youth",204
-73.917621,40.828117,Science & Technology Academy: A Mott Hall School,"Education, Child Welfare, and Youth",204
-73.911919,40.832626,P.S. 053 Basheer Quisim,"Education, Child Welfare, and Youth",204
-73.906026,40.838897,Michel Triangle,"Parks, Gardens, and Historical Sites",204
-73.920089,40.827703,Ezy Parking Go Inc,Core Infrastructure and Transportation,204
-73.911303,40.839581,Bronx Collegiate Academy,Health and Human Services,204
-73.923545,40.822573,Kipp Acad Elementary Charter School,"Education, Child Welfare, and Youth",204
-73.904822,40.843111,Barry Plaza,"Parks, Gardens, and Historical Sites",204
-73.918956,40.837943,NYPD 44 Precinct Station House,Administration of Government,204
-73.911468,40.833392,PS 53 Mini Schools 1 And 2,"Education, Child Welfare, and Youth",204
-73.913681,40.832264,JHS 22 (Jordan L Mott),Health and Human Services,204
-73.919134,40.836325,Women's Housing and Economic Development Corp.,Health and Human Services,204
-73.913574,40.837275,C.E.S. 88 The Sidney Silverste,"Education, Child Welfare, and Youth",204
-73.926514,40.829583,New Yankee Stadium,"Parks, Gardens, and Historical Sites",204
-73.909644,40.84145,Eden Christian Academy,"Education, Child Welfare, and Youth",204
-73.921103,40.825838,"NYC Family Justice Center, Bronx",Health and Human Services,204
-73.913974,40.844263,GED - NYC - New Settlement - I-II,"Education, Child Welfare, and Youth",204
-73.925404,40.835574,Las Casitas Community Garden,"Parks, Gardens, and Historical Sites",204
-73.925426,40.84053,Mosaic Success Garden,"Parks, Gardens, and Historical Sites",204
-73.926505,40.832577,Ces 73,Health and Human Services,204
-73.925913,40.832497,Jerome Hill Park,"Parks, Gardens, and Historical Sites",204
-73.91636,40.844561,Mount Eden Housing,"Parks, Gardens, and Historical Sites",204
-73.909766,40.832724,"G&M Parking Garage, Corp.",Core Infrastructure and Transportation,204
-73.921103,40.825838,Bronx Fjc,Health and Human Services,204
-73.916183,40.825521,City Owned Property,Administration of Government,204
-73.91899,40.825482,Montefiore Medical Center - Wellness Center at Melrose,Health and Human Services,204
-73.920294,40.832806,Mid Bronx CCRP ECC 1,"Education, Child Welfare, and Youth",204
-73.920675,40.831985,"Neighborhood Association For Inter-Cultural Affairs, Inc",Health and Human Services,204
-73.920703,40.839803,718 Automotive Inc,Core Infrastructure and Transportation,204
-73.917565,40.828314,Mott Hall Campus,Health and Human Services,204
-73.921144,40.842542,Astor at Highbridge Clinic,Health and Human Services,204
-73.923397,40.822036,Careers In Sports High School,"Education, Child Welfare, and Youth",204
-73.91887,40.832445,Bronxworks,"Education, Child Welfare, and Youth",204
-73.915764,40.840348,The Walton Avenue School,"Education, Child Welfare, and Youth",204
-73.914175,40.827892,Success Academy Charter Schools-Bron,"Education, Child Welfare, and Youth",204
-73.916178,40.843164,Comprehensive Model School Project Ms 327,"Education, Child Welfare, and Youth",204
-73.912788,40.829945,Teller Avenue,"Education, Child Welfare, and Youth",204
-73.925714,40.839378,"Alianza Dominicana, Inc. (Admin & Activity site)","Education, Child Welfare, and Youth",204
-73.92691,40.825506,River Avenue Parks,"Parks, Gardens, and Historical Sites",204
-73.915122,40.826254,Tender Tots Child Care Center,"Education, Child Welfare, and Youth",204
-73.910108,40.843604,Comm Bd 4,Administration of Government,204
-73.907394,40.843464,Garden Of Eden,"Parks, Gardens, and Historical Sites",204
