X,Y,facname,facdomain,borocd
-73.981369,40.585878,Bmt Expansion Coney Island Yd,Core Infrastructure and Transportation,313
-73.959463,40.575607,Shorefront Y,"Education, Child Welfare, and Youth",313
-73.985065,40.579532,Ak Towing & Recovery Services Inc,Core Infrastructure and Transportation,313
-73.983559,40.595192,NYCT Facility,Core Infrastructure and Transportation,313
-74.002614,40.575404,"Thomas Buses, Inc. (B2321)",Core Infrastructure and Transportation,313
-73.960756,40.575422,Jewish Association For Services For The Aged,Health and Human Services,313
-74.00571,40.574991,Abraham Residence II,Health and Human Services,313
-73.965852,40.580379,Steps To Success V,"Education, Child Welfare, and Youth",313
-73.984006,40.576703,Astella Development Corporation,"Education, Child Welfare, and Youth",313
-73.956652,40.581955,Sheepshead Bay Renal Care Center,Health and Human Services,313
-73.998695,40.573771,Brooklyn Bureau Of Community Services,"Education, Child Welfare, and Youth",313
-73.968278,40.582355,Abraham Lincoln High School,"Education, Child Welfare, and Youth",313
-73.959171,40.576269,"Central Parking System Of New York, Inc.",Core Infrastructure and Transportation,313
-73.959463,40.575607,Shorefront YM-YWHA,"Education, Child Welfare, and Youth",313
-73.986157,40.593591,International High School At Lafayette,"Education, Child Welfare, and Youth",313
-74.002166,40.572736,La Puerta,"Education, Child Welfare, and Youth",313
-73.994215,40.572401,Seagate Rehabilitation and Nursing Center,Health and Human Services,313
-73.982523,40.580187,"Brighton Enterprises, Inc.",Core Infrastructure and Transportation,313
-73.981838,40.581825,City Owned Property,Administration of Government,313
-73.96363,40.583248,P.S. 370,"Education, Child Welfare, and Youth",313
-73.976846,40.57563,Pedestrian Ramp-W 8 & Surf Ave,"Parks, Gardens, and Historical Sites",313
-73.970848,40.577568,USDA-CEO P370k At PS 100k,"Education, Child Welfare, and Youth",313
-73.973531,40.574731,Asser Levy Park,"Parks, Gardens, and Historical Sites",313
-73.95997,40.575584,Shorefront Ym-Ywha,"Education, Child Welfare, and Youth",313
-74.002166,40.572736,YWCA - NYC Roberta Bright ELC,"Education, Child Welfare, and Youth",313
-74.005716,40.576108,Yeshiva & Mesifta Vyoel Moshe-Seagat,"Education, Child Welfare, and Youth",313
-73.964367,40.585887,Coney Island Hospital/Ems 43,"Public Safety, Emergency Services, and Administration of Justice",313
-74.000504,40.576826,P.S. 188 Michael E Berdy,"Education, Child Welfare, and Youth",313
-73.98008,40.58319,Bmt Row,Core Infrastructure and Transportation,313
-73.995549,40.573658,"Ronys Services, Inc.",Core Infrastructure and Transportation,313
-73.975834,40.57423,Asser Levy Park & Aquarium,Administration of Government,313
-73.961751,40.578435,"Jewish Community Council of Greater Coney Island, Inc.","Education, Child Welfare, and Youth",313
-73.990298,40.574274,PAL Carey Gardens,"Education, Child Welfare, and Youth",313
-73.985883,40.572976,Pal At Keyspan Park (Brooklyn),"Education, Child Welfare, and Youth",313
-73.982896,40.582158,B & F Skilled Inc.(B2192),Core Infrastructure and Transportation,313
-73.967555,40.577874,Sarah Winner Daycare,"Education, Child Welfare, and Youth",313
-73.979834,40.575242,Coney Island Usa,Libraries and Cultural Programs,313
-73.980845,40.591219,Marlboro Houses Playground,"Parks, Gardens, and Historical Sites",313
-73.983518,40.576514,Salt And Sea Mission,"Education, Child Welfare, and Youth",313
-74.000504,40.576826,P.S. 188 Michael E. Berdy,"Education, Child Welfare, and Youth",313
-73.958141,40.577473,"Central Parking System Of New York, Inc.",Core Infrastructure and Transportation,313
-73.972165,40.582486,P.S. K771,"Education, Child Welfare, and Youth",313
-73.992405,40.578659,Mark Twain I.S. 239 For The Gifted & Talented,"Education, Child Welfare, and Youth",313
-73.956012,40.580071,PS 771 At PS 225,"Education, Child Welfare, and Youth",313
-73.970848,40.577568,Playground For PS 100 (Jop),"Parks, Gardens, and Historical Sites",313
-73.984394,40.574586,Steeplechase Park,"Parks, Gardens, and Historical Sites",313
-73.980274,40.577477,Jewish Association For Services For The Aged,Health and Human Services,313
-73.985107,40.577229,Our Lady Of Solace,"Education, Child Welfare, and Youth",313
