X,Y,facname,facdomain,borocd
-73.950231,40.606957,Mikdash Melech Mechina #2,"Education, Child Welfare, and Youth",315
-73.953815,40.577682,Jasa Sheepshead Bay,Health and Human Services,315
-73.960539,40.59462,61st Precinct Parking,Administration of Government,315
-73.945063,40.615312,Kingsway Jewish Center,"Parks, Gardens, and Historical Sites",315
-73.947278,40.577558,Pat Parlato Playground,"Education, Child Welfare, and Youth",315
-73.968395,40.593194,Gravesend Sports & Theater Camp,"Education, Child Welfare, and Youth",315
-73.935789,40.600416,Big Apple II,"Education, Child Welfare, and Youth",315
-73.931507,40.583122,Marine Park/Dep Pier,Core Infrastructure and Transportation,315
-73.941524,40.596724,Congregation Lev Bais Yaakov,"Education, Child Welfare, and Youth",315
-73.952785,40.608423,Brooklyn Birthing Center,Health and Human Services,315
-73.951241,40.610854,Wyckoff-Bennett Homestead,"Parks, Gardens, and Historical Sites",315
-73.935002,40.578082,Kingsbough Comm College & H.S,Administration of Government,315
-73.940362,40.59427,Sheepshead Bay Cornerstone,"Education, Child Welfare, and Youth",315
-73.938684,40.592036,Yeshivat Or Hatorah- Aram Soba,"Education, Child Welfare, and Youth",315
-73.938764,40.591283,"PS 286, Playground & Dist 22","Parks, Gardens, and Historical Sites",315
-73.940092,40.587847,PS 52 & Playground,"Parks, Gardens, and Historical Sites",315
-73.958033,40.60115,Windmill Montessori School,"Education, Child Welfare, and Youth",315
-73.940362,40.59427,Sheepshead Bay,Health and Human Services,315
-73.930699,40.584841,Sheepshead Nursing&Rehab Center ADHCP,Health and Human Services,315
-73.950231,40.606957,Mercaz Gan Of Flatbush/Yeshiva Ohel,"Education, Child Welfare, and Youth",315
-73.947156,40.58865,Park,"Parks, Gardens, and Historical Sites",315
-73.9351,40.580301,P.S. K053,"Education, Child Welfare, and Youth",315
-73.956166,40.606365,Prospect Park Yeshiva,"Education, Child Welfare, and Youth",315
-73.962714,40.607066,F.E.G.S Brooklyn Resource Center,"Education, Child Welfare, and Youth",315
-73.938145,40.59351,USDA-CEO P811k At IS 14k,"Education, Child Welfare, and Youth",315
-73.960824,40.607853,Sgt. Joyce Kilmer Triangle,"Parks, Gardens, and Historical Sites",315
-73.95678,40.608199,Keshet Learning Center,"Education, Child Welfare, and Youth",315
-73.960427,40.594913,Yeshivat Darchei Eres Inc,"Education, Child Welfare, and Youth",315
-73.957187,40.601439,"Homecrest Community Services, Inc.","Education, Child Welfare, and Youth",315
-73.939726,40.607132,Marine Park Pal,"Education, Child Welfare, and Youth",315
-73.924683,40.585736,City Owned Property,Administration of Government,315
-73.94047,40.57824,Paerdegat Day Camp,"Education, Child Welfare, and Youth",315
-73.964617,40.608783,P.S. K231,"Education, Child Welfare, and Youth",315
-73.974833,40.590746,Big Apple Institute Inc,"Education, Child Welfare, and Youth",315
-73.93671,40.593497,Sheepsd Bay HS & Athl Fld (Jop,"Parks, Gardens, and Historical Sites",315
-73.959377,40.60587,Bais Chaya Esther,"Education, Child Welfare, and Youth",315
-73.964087,40.592247,City Owned Property,Administration of Government,315
-73.962714,40.607066,F.E.G.S. Brooklyn Resource Center [Program site],"Education, Child Welfare, and Youth",315
-73.93972,40.596625,Herman Dolgon Playground,"Parks, Gardens, and Historical Sites",315
-73.960025,40.601177,P.S. 153 Homecrest,"Education, Child Welfare, and Youth",315
-73.950084,40.606845,Sarah Dabah School,"Education, Child Welfare, and Youth",315
-73.93671,40.593497,New Visions Chtr HS-Humanities IIi,"Education, Child Welfare, and Youth",315
-73.960479,40.59361,Starlight Explorers,"Education, Child Welfare, and Youth",315
-73.950149,40.594442,Fantasia DCC,"Education, Child Welfare, and Youth",315
-73.952121,40.590547,Magic Kingdom Of Sheepshead Bay LLC,"Education, Child Welfare, and Youth",315
-73.955428,40.587,Sheepshead Bay,Libraries and Cultural Programs,315
-73.960719,40.608225,Touch Beauty School (The),"Education, Child Welfare, and Youth",315
