X,Y,facname,facdomain,borocd
-73.973498,40.754072,Grand Central,Libraries and Cultural Programs,106
-73.984794,40.735929,City Owned Property,Administration of Government,106
-73.981046,40.736838,"Gramercy Surgery Center, Inc",Health and Human Services,106
-73.970795,40.749544,Mary O'Connor Playground,"Parks, Gardens, and Historical Sites",106
-73.984843,40.739134,CUNY Bernard M. Baruch College,"Education, Child Welfare, and Youth",106
-73.963125,40.757098,Plaza 400,"Parks, Gardens, and Historical Sites",106
-73.972814,40.752154,The Children's Aid Society,"Education, Child Welfare, and Youth",106
-73.973358,40.748922,Marlborough,"Parks, Gardens, and Historical Sites",106
-73.969685,40.745869,East River Esplanade,"Parks, Gardens, and Historical Sites",106
-73.975927,40.737953,Belvue Hosp/Ocme/Ems Station 8,Health and Human Services,106
-73.982,40.734122,"East 18th Street, Houses at 326, 328 and 330","Parks, Gardens, and Historical Sites",106
-73.984843,40.739134,Man. Transition Ctr Baruch College,"Education, Child Welfare, and Youth",106
-73.985909,40.735787,Irving 18th Parking LLC,Core Infrastructure and Transportation,106
-73.969239,40.751336,Lausanne,"Parks, Gardens, and Historical Sites",106
-73.967497,40.758916,"919 Third Avenue Garage Company, LLC",Core Infrastructure and Transportation,106
-73.961258,40.759066,Grand Sutton,"Parks, Gardens, and Historical Sites",106
-73.98057,40.742964,Biltmore Plaza,"Parks, Gardens, and Historical Sites",106
-73.978727,40.739308,Phipps Summer Camp At The Plaza,"Education, Child Welfare, and Youth",106
-73.970499,40.748632,Preschool Of America (Usa) Inc.,"Education, Child Welfare, and Youth",106
-73.969824,40.749274,Ralph J. Bunche Park,"Parks, Gardens, and Historical Sites",106
-73.967924,40.761036,Architects and Designers,"Parks, Gardens, and Historical Sites",106
-73.978631,40.73067,"Laz Parking New York / New Jersey, LLC",Core Infrastructure and Transportation,106
-73.971713,40.753242,East 47th Garage Corp.,Core Infrastructure and Transportation,106
-73.9677,40.752522,Enterprise World Parking LLC,Core Infrastructure and Transportation,106
-73.970037,40.758398,Citigroup Center,"Parks, Gardens, and Historical Sites",106
-73.983025,40.740458,25th Street Plaza,"Parks, Gardens, and Historical Sites",106
-73.9867,40.737579,"Players, The","Parks, Gardens, and Historical Sites",106
-73.981962,40.739896,American Academy Of Pet Grooming Inc,"Education, Child Welfare, and Youth",106
-73.969853,40.750285,UNICEF House,"Parks, Gardens, and Historical Sites",106
-73.9696,40.750831,City Owned Property,Administration of Government,106
-73.978077,40.737005,P.S. M721 - Manhattan Occupational Training Center,"Education, Child Welfare, and Youth",106
-73.967919,40.761012,Lexington 58 Parking LLC,Core Infrastructure and Transportation,106
-73.9642,40.759934,"East 58th Street, Houses at 311 and 313","Parks, Gardens, and Historical Sites",106
-73.973253,40.748968,The Goddard School,"Education, Child Welfare, and Youth",106
-73.981328,40.74929,Pierpont Morgan Library,Libraries and Cultural Programs,106
-73.973872,40.751034,"Chashama, Inc.",Libraries and Cultural Programs,106
-73.963042,40.758642,"Sharp Car Park, LLC",Core Infrastructure and Transportation,106
-73.965695,40.755116,Support Parking LLC,Core Infrastructure and Transportation,106
-73.967589,40.758963,"919 THIRD AVENUE, New York, NY 10022","Parks, Gardens, and Historical Sites",106
-73.976773,40.742694,575 First Ave. Corp.,Core Infrastructure and Transportation,106
-73.965805,40.755983,"Upper Midtown Chabad - Lubavitch, Inc.","Education, Child Welfare, and Youth",106
-73.980152,40.744543,"Central Parking System Of New York, Inc.",Core Infrastructure and Transportation,106
-73.963587,40.755661,Sutton 53 Parking LLC,Core Infrastructure and Transportation,106
-73.974991,40.730172,"Laz Parking New York, New Jersey LLC",Core Infrastructure and Transportation,106
-73.975668,40.748212,205 East 38th Street Parking LLC,Core Infrastructure and Transportation,106
-73.982041,40.73738,Epiphany School (The),"Education, Child Welfare, and Youth",106
-73.963647,40.755013,"Aks Chorale, Inc.",Libraries and Cultural Programs,106
-73.978496,40.740349,West Plaza Garage LLC,Core Infrastructure and Transportation,106
-73.974533,40.73177,"Laz Parking New York / New Jersey, LLC",Core Infrastructure and Transportation,106
-73.972799,40.729895,John J Murphy Park,"Parks, Gardens, and Historical Sites",106
-73.96933,40.748155,Robert Moses Playground,"Parks, Gardens, and Historical Sites",106
-73.977031,40.737239,"Imagine Early Learning Centers, LLC","Education, Child Welfare, and Youth",106
-73.964003,40.756003,Revere,"Parks, Gardens, and Historical Sites",106
-73.979712,40.736759,Sharp 22 Parking LLC,Core Infrastructure and Transportation,106
-73.960211,40.756693,Sutton Place Park,"Parks, Gardens, and Historical Sites",106
-73.982058,40.735633,PS 40 Playground (Jop),"Parks, Gardens, and Historical Sites",106
-73.9816,40.738595,Veteran Corps 69th Regiment Inc,Libraries and Cultural Programs,106
-73.969196,40.750509,Commercial Condo,Administration of Government,106
-73.981046,40.736838,East Side Endoscopy and Pain Management Center,Health and Human Services,106
-73.96903,40.75159,Ever-Ready Parking Inc.,Core Infrastructure and Transportation,106
-73.97337,40.751085,Jahment Holistic Studies Inc.,"Education, Child Welfare, and Youth",106
-73.971177,40.745699,Enterprise 37 East Parking LLC,Core Infrastructure and Transportation,106
-73.982153,40.73555,Augustus St. Gaudens Playground,"Parks, Gardens, and Historical Sites",106
-73.982971,40.734389,Ctr For Neuromuscular & Dev Disorder,"Education, Child Welfare, and Youth",106
-73.981555,40.738625,The 47 American Sign Language & English Lower School,"Education, Child Welfare, and Youth",106
-73.974353,40.743874,340 E. 34 Garage Corp.,Core Infrastructure and Transportation,106
-73.987237,40.737525,"Gramercy Brass of New York, Inc.",Libraries and Cultural Programs,106
-73.967609,40.756693,Mp 53 LLC,Core Infrastructure and Transportation,106
-73.976641,40.750377,Medical Aid Trng School 654,"Education, Child Welfare, and Youth",106
-73.968525,40.757594,Scarlet 53 Parking LLC,Core Infrastructure and Transportation,106
-73.985267,40.735365,Park Towers Medical Plaza,"Parks, Gardens, and Historical Sites",106
-73.976795,40.749029,English-Speaking Union of the U.S.,Libraries and Cultural Programs,106
-73.979934,40.743829,Kips Bay,Libraries and Cultural Programs,106
-73.974754,40.747951,"East 39th Realty, LLC",Core Infrastructure and Transportation,106
-73.9781,40.742205,"Kips Bay Endoscopy Center, LLC",Health and Human Services,106
-73.982442,40.736283,Learningspring School,"Education, Child Welfare, and Youth",106
-73.978338,40.746459,Health Home C&Y Non Medicaid Care Management,Health and Human Services,106
-73.978397,40.737959,NYU Mobile Dental Equip Sch Prog,Health and Human Services,106
-73.969957,40.757556,Laurance S Rockefeller OP Pavilion,Health and Human Services,106
-73.980981,40.748314,Champion Parking 36 LLC,Core Infrastructure and Transportation,106
-73.969931,40.751767,Elko Garage Inc.,Core Infrastructure and Transportation,106
-73.969881,40.745506,Bet. E 37th & E 38th Sts,Administration of Government,106
-73.970366,40.75291,"Central Parking System Of New York, Inc.",Core Infrastructure and Transportation,106
-73.978946,40.742498,Enterprise 230 Parking LLC,Core Infrastructure and Transportation,106
-73.973241,40.736385,U N International School,"Education, Child Welfare, and Youth",106
-73.974768,40.742967,"Propark America New York, LLC",Core Infrastructure and Transportation,106
