X,Y,facname,facdomain,borocd
-73.782361,40.696598,St. Benedict's Faith Mission,Health and Human Services,412
-73.798368,40.708475,P277q At  Q314,"Education, Child Welfare, and Youth",412
-73.794771,40.696998,South Jamaica,Health and Human Services,412
-73.762186,40.670903,Bed Of 141st Avenue,Administration of Government,412
-73.800355,40.704696,Imperial Parking Us LLC,Core Infrastructure and Transportation,412
-73.807826,40.702437,NYC Office of the Mayor Office,Administration of Government,412
-73.796553,40.694048,PS 48 & Playground,"Education, Child Welfare, and Youth",412
-73.755558,40.693105,"Eng 317, Lad 165, Bat 54","Public Safety, Emergency Services, and Administration of Justice",412
-73.772967,40.680937,Vets Inc Locust Manor Senior Residence,Health and Human Services,412
-73.782745,40.700051,St. Paul United Methodist Church,"Education, Child Welfare, and Youth",412
-73.810248,40.694479,"Taurus Asso,Oxford Christian Academy","Education, Child Welfare, and Youth",412
-73.774088,40.714805,Hillside Polymedic Diagnostic and Treatment Center,Health and Human Services,412
-73.794137,40.699257,"New Spirit II, Inc.",Health and Human Services,412
-73.79815,40.698922,York College-Athletic Field,"Education, Child Welfare, and Youth",412
-73.799129,40.707851,Jamaica SDA Church,Health and Human Services,412
-73.7917,40.690357,Bethany Baptist Church of Jamaica,Health and Human Services,412
-73.756702,40.713723,Walk In Love Family Center,Health and Human Services,412
-73.790289,40.674537,PS 124 At PS 223 Lyndon B Johnson,"Education, Child Welfare, and Youth",412
-73.788666,40.669118,Baisley Pond Park,"Parks, Gardens, and Historical Sites",412
-73.805317,40.703395,Immaculata Hall Sro,Health and Human Services,412
-73.801683,40.69927,East Coast Auto Salvage Inc,Core Infrastructure and Transportation,412
-73.772492,40.699472,Holban Yard,Core Infrastructure and Transportation,412
-73.795648,40.688263,D'Little Star Day Care,"Education, Child Welfare, and Youth",412
-73.798033,40.70664,Community Mediation Services,"Education, Child Welfare, and Youth",412
-73.800385,40.707478,Mastid Summer Program,"Education, Child Welfare, and Youth",412
-73.801284,40.70002,Lsm Auto Parts & Recycling Inc.,Core Infrastructure and Transportation,412
-73.766943,40.703562,Gospel Assembly Food Pantry,Health and Human Services,412
-73.769333,40.670863,Project Hope Charities,"Education, Child Welfare, and Youth",412
-73.801719,40.695442,Richmond Towing Inc.,Core Infrastructure and Transportation,412
-73.752211,40.706858,St. Alban's Deliverance Feeding Program,Health and Human Services,412
-73.788232,40.70695,"Jamaica Towing, Inc.",Core Infrastructure and Transportation,412
-73.801257,40.675141,Van Wyck Playground,"Parks, Gardens, and Historical Sites",412
-73.749376,40.70193,City Owned Property,Administration of Government,412
-73.761418,40.691688,Jamaica N.A.A.C.P.,"Education, Child Welfare, and Youth",412
-73.775882,40.690938,"Arts @ Henson-Parks, Inc.",Libraries and Cultural Programs,412
-73.773882,40.709576,City Owned Property,Administration of Government,412
-73.797056,40.698147,"The Harding Ford Vision, Inc.",Health and Human Services,412
-73.769284,40.687098,Roy Wilkins Family Center,"Education, Child Welfare, and Youth",412
-73.789399,40.674519,P.S. 223 Lyndon Baines Johnson,"Education, Child Welfare, and Youth",412
-73.773632,40.710016,Iglesia De Dios Pentecostal,"Education, Child Welfare, and Youth",412
-73.790763,40.700785,Jamaica Depot,Core Infrastructure and Transportation,412
-73.796198,40.704638,Crown Business Inst-NYC,"Education, Child Welfare, and Youth",412
-73.757106,40.686013,P.S. 015 Jackie Robinson,"Education, Child Welfare, and Youth",412
-73.764733,40.710159,Well Station #55,Core Infrastructure and Transportation,412
-73.784824,40.704747,EWG Glass Recovery And Recycling158thStreet,Core Infrastructure and Transportation,412
-73.785685,40.704715,American Recycling Management LLC,Core Infrastructure and Transportation,412
-73.781784,40.700756,PS/IS 116 William C. Hughley (Q116),"Education, Child Welfare, and Youth",412
-73.792276,40.684534,The Child Center of NY - South Jamaica Clinic,Health and Human Services,412
-73.798339,40.700895,Queens High School For The Sciences At York College,"Education, Child Welfare, and Youth",412
-73.77225,40.676755,Rochdale Village Kindergarten,"Education, Child Welfare, and Youth",412
-73.767654,40.67128,Project Alert,"Education, Child Welfare, and Youth",412
-73.794329,40.699445,"New Spirit II, Inc. -- Youth Center","Education, Child Welfare, and Youth",412
-73.78242,40.705823,Karl Auto Collision,Core Infrastructure and Transportation,412
-73.756732,40.670809,Cesar Wilson,Core Infrastructure and Transportation,412
-73.790358,40.702893,Ashmead Park,"Parks, Gardens, and Historical Sites",412
-73.802809,40.702177,Family Court,Administration of Government,412
-73.799528,40.692803,WOSSEM Charities,Health and Human Services,412
-73.760108,40.692526,Queens Library-St Albans,"Education, Child Welfare, and Youth",412
-73.754545,40.713434,Kings Collision Center Inc.,Core Infrastructure and Transportation,412
-73.764707,40.69217,Keep Empowering Youth Achievements,"Education, Child Welfare, and Youth",412
-73.798062,40.704556,Safe Space General Preventive,"Education, Child Welfare, and Youth",412
-73.762439,40.697787,Major Music International Corporation,Libraries and Cultural Programs,412
-73.788521,40.666939,Astoria NY Holdings LLC,Core Infrastructure and Transportation,412
-73.773948,40.689138,Roy Wilkins-Southern Qns. Park,"Parks, Gardens, and Historical Sites",412
-73.754812,40.70768,P.S. 134 Hollis,"Education, Child Welfare, and Youth",412
-73.800258,40.705385,First Reformed Church of Jamaica,Health and Human Services,412
-73.787192,40.69719,Jhs 8,"Education, Child Welfare, and Youth",412
-73.775951,40.673769,JHS 072 Catherine and Count Basie,"Education, Child Welfare, and Youth",412
-73.785836,40.688502,South Jamaica Center For Children And Parents Inc. Ctr I,"Education, Child Welfare, and Youth",412
-73.764492,40.697801,City Owned Property,Administration of Government,412
-73.748544,40.700609,Stepping Stone Of Southeastern Queen,"Education, Child Welfare, and Youth",412
-73.794385,40.705948,Metropolitan Career Institute,"Education, Child Welfare, and Youth",412
-73.776152,40.682324,Abundant Life Learning Center,"Education, Child Welfare, and Youth",412
-73.800208,40.703979,Jamaica Health Center,Health and Human Services,412
-73.787494,40.707509,"New Deal Day Care And Learning Center, Inc.","Education, Child Welfare, and Youth",412
-73.756879,40.679324,Jyd Towing LLC,Core Infrastructure and Transportation,412
-73.800449,40.674483,Robins Nest Day Care,"Education, Child Welfare, and Youth",412
-73.782255,40.683523,Joseph P. Addabbo Family Health Center,Health and Human Services,412
-73.806777,40.694881,P.S. 050 Talfourd Lawn Elementary School,"Education, Child Welfare, and Youth",412
-73.797056,40.698147,Church Of God & Christ Jesus,"Education, Child Welfare, and Youth",412
-73.802035,40.696575,Saxon Limited,Core Infrastructure and Transportation,412
-73.793466,40.671773,City Owned Property,Administration of Government,412
-73.789549,40.687818,Shelter Rock Vbs,"Education, Child Welfare, and Youth",412
-73.7917,40.690357,Bethany Baptist Church of Jamaica,Health and Human Services,412
-73.769284,40.687098,"Black Spectrum Theatre Company, Inc.",Libraries and Cultural Programs,412
-73.793974,40.69014,"Where there is Need, Inc.",Libraries and Cultural Programs,412
-73.785202,40.707665,PS/IS 268,"Education, Child Welfare, and Youth",412
-73.814771,40.700535,Jamaica Hospital Mental Health Clinic,Health and Human Services,412
-73.753579,40.70646,I.S. 192 The Renaissance Middle,"Education, Child Welfare, and Youth",412
-73.768248,40.682602,"A & A Motors And Towing, Inc.",Core Infrastructure and Transportation,412
-73.792074,40.683348,B.C.C.A. Mini-park and Garden,"Parks, Gardens, and Historical Sites",412
-73.797548,40.691555,Alpha And Omega Christian Academy,"Education, Child Welfare, and Youth",412
-73.790961,40.693746,P.S. 040 Samuel Huntington,"Education, Child Welfare, and Youth",412
-73.769284,40.687098,Southern Queens Park Association,Libraries and Cultural Programs,412
-73.774884,40.696095,City Owned Property,Administration of Government,412
-73.798483,40.70442,Acs Field Office,Administration of Government,412
-73.788765,40.682789,Memorial Ame Zion,"Education, Child Welfare, and Youth",412
-73.797096,40.703771,Family Preservation Program,"Education, Child Welfare, and Youth",412
-73.758612,40.676253,PS 37 Cynthia Jenkins School,"Education, Child Welfare, and Youth",412
-73.788614,40.672788,Bully Boy Towing Enterprises Inc,Core Infrastructure and Transportation,412
-73.793448,40.673854,Morris Brown AME Church,Health and Human Services,412
-73.782274,40.702453,City Owned Property,Administration of Government,412
-73.756929,40.686025,P.S. 015 Jackie Robinson,"Education, Child Welfare, and Youth",412
-73.796085,40.674225,Jamaica Service Program For Older Adults Inc,Health and Human Services,412
-73.769691,40.711367,Helping Hand Academy II,"Education, Child Welfare, and Youth",412
-73.794643,40.707797,Queens Library Cyber Center,Libraries and Cultural Programs,412
-73.79091,40.69399,P.S. 040 Samuel Huntington,"Education, Child Welfare, and Youth",412
-73.763226,40.674388,City Owned Property,Administration of Government,412
-73.790589,40.677116,Sunshine Village Day School,"Education, Child Welfare, and Youth",412
-73.76719,40.703551,"In The Beginning Outreach, Inc.",Health and Human Services,412
-73.79165,40.680063,Sutphin Site,"Education, Child Welfare, and Youth",412
-73.753579,40.70646,Pathways College Preparatory School: A College Board School,"Education, Child Welfare, and Youth",412
-73.771052,40.710276,Royal Waste Services Inc.,Core Infrastructure and Transportation,412
-73.793605,40.699238,Macedonia AME Church,Health and Human Services,412
-73.758589,40.67321,South Gate Mall,"Parks, Gardens, and Historical Sites",412
-73.786572,40.69713,York Early College Academy,"Education, Child Welfare, and Youth",412
