X,Y,facname,facdomain,borocd
-73.845577,40.845323,Comprehensive Fam Care Center,Health and Human Services,211
-73.860501,40.85653,Bronx House Day Camp,"Education, Child Welfare, and Youth",211
-73.870445,40.859313,Bronx Park East Preparatory Inc.,Health and Human Services,211
-73.863834,40.852045,"800 Brady Parking, Inc.",Core Infrastructure and Transportation,211
-73.861927,40.866549,2721 Neighborhood Parking Lot Corp.,Core Infrastructure and Transportation,211
-73.865332,40.843636,Pre-K Center At 1684 White Plains Rd,"Education, Child Welfare, and Youth",211
-73.856715,40.851151,St. Clare Of Assisi School,"Education, Child Welfare, and Youth",211
-73.863657,40.854319,PS 096 Annex,"Education, Child Welfare, and Youth",211
-73.862322,40.846277,R.A.I.N. Administration,Health and Human Services,211
-73.859548,40.86152,Pelham Parkway,"Education, Child Welfare, and Youth",211
-73.844147,40.852956,Pf Parking Corp.,Core Infrastructure and Transportation,211
-73.857991,40.845039,Icahn 2,"Education, Child Welfare, and Youth",211
-73.862322,40.846277,Regional Aid For Interim Needs Inc,Health and Human Services,211
-73.864148,40.845898,Bronx Charter School For Excellence,Health and Human Services,211
-73.858985,40.846595,For Kids Only,"Education, Child Welfare, and Youth",211
-73.836993,40.852786,NYC Administration for Childrens Services Office,Administration of Government,211
-73.840785,40.855218,Little Lisa Bus Co. Inc.,Core Infrastructure and Transportation,211
-73.843558,40.851121,FMS-Morris Park,Health and Human Services,211
-73.852098,40.870583,NYCHA-Eastchester,"Education, Child Welfare, and Youth",211
-73.861501,40.846916,Matthews Muliner Playground,"Parks, Gardens, and Historical Sites",211
-73.8332,40.85796,Adapt Community Network,"Education, Child Welfare, and Youth",211
-73.868094,40.853083,White Plains Rd. Maran Field,Core Infrastructure and Transportation,211
-73.843028,40.856708,Montefiore Med Grp Aging In America,Health and Human Services,211
-73.842367,40.867896,Givan Square Park/3 Triangles,"Parks, Gardens, and Historical Sites",211
-73.867482,40.850232,"2000 Parking Garage, Inc.",Core Infrastructure and Transportation,211
-73.856622,40.851008,St. Clare Of Assisi Early Childhood Academy,"Education, Child Welfare, and Youth",211
-73.863501,40.854241,District 11 Pre-K Center,"Education, Child Welfare, and Youth",211
-73.863224,40.866802,Allerton,Libraries and Cultural Programs,211
-73.840785,40.855218,Little Richie Bus Service,Core Infrastructure and Transportation,211
-73.867482,40.850232,Bronxdale Garage LLC,Core Infrastructure and Transportation,211
-73.842012,40.854058,Signature Wreck Towing Ltd,Core Infrastructure and Transportation,211
-73.843916,40.84793,Bronx House 2 - Aftercare,Health and Human Services,211
-73.834871,40.857128,Ucp Of NYC -Bronx,"Education, Child Welfare, and Youth",211
-73.865309,40.85935,Bronx Preventive Services,"Education, Child Welfare, and Youth",211
-73.852815,40.857532,Pelham Parkway,"Parks, Gardens, and Historical Sites",211
-73.865121,40.843536,The Steam Bridge School,"Education, Child Welfare, and Youth",211
-73.862108,40.862814,St. Lucy School,"Education, Child Welfare, and Youth",211
-73.86623,40.861731,Boston Road Plaza,Health and Human Services,211
-73.867924,40.84514,Catholic Home Bureau Bldg 5,"Education, Child Welfare, and Youth",211
-73.844147,40.852956,Aramark Management Services Limited Partnership,Core Infrastructure and Transportation,211
-73.86366,40.854206,Young Voices Academy Of The Bronx,"Education, Child Welfare, and Youth",211
-73.860302,40.860381,Chris Columbus HS & Athl Field,"Parks, Gardens, and Historical Sites",211
-73.864559,40.852136,"Green Star At Wallace, Inc","Education, Child Welfare, and Youth",211
-73.865121,40.843536,District 11 Pre-K Center,"Education, Child Welfare, and Youth",211
-73.859496,40.842026,Parkchester-Tremont Parking Corp.,Core Infrastructure and Transportation,211
-73.869034,40.869207,Presbyterian Senior Services,Health and Human Services,211
-73.845873,40.845775,Qp Hosp LLC,Core Infrastructure and Transportation,211
-73.861003,40.869225,PS 76 & Playground,"Parks, Gardens, and Historical Sites",211
-73.845085,40.845924,Montefiore Rehab Medical Associates,Health and Human Services,211
-73.866357,40.843145,City Owned Property,Administration of Government,211
-73.8605,40.854664,Morris Park Station (IRT),"Parks, Gardens, and Historical Sites",211
-73.843028,40.856708,Icahn 3,"Education, Child Welfare, and Youth",211
-73.83607,40.863735,M.S. 144 Michelangelo School,"Education, Child Welfare, and Youth",211
-73.862022,40.861433,St. Lucy Early Childhood Academy,"Education, Child Welfare, and Youth",211
-73.861006,40.859665,Christopher Columbus High School - H.S. 415,"Education, Child Welfare, and Youth",211
-73.844168,40.859352,Eng 97,"Public Safety, Emergency Services, and Administration of Justice",211
-73.863389,40.854238,Pre - K Center At P.S. 357 Young Voices Academy Of The Bronx,"Education, Child Welfare, and Youth",211
-73.845311,40.855687,Jacobi Med Ctr/49th Pct/Ems 20,"Public Safety, Emergency Services, and Administration of Justice",211
-73.836551,40.864306,Bronx Charter School For Better Learning II,"Education, Child Welfare, and Youth",211
-73.833033,40.859196,Gold Crest Care Center,Health and Human Services,211
-73.85532,40.855996,Pelham Physical Medicine Inc,Health and Human Services,211
-73.868838,40.858117,Social Action Center  Inc.,Health and Human Services,211
-73.846372,40.846008,Center for Radiation Therapy,Health and Human Services,211
-73.848305,40.846793,Prilep Properties LLC,Core Infrastructure and Transportation,211
-73.860501,40.85653,Teen Travel Summer Day Camp,"Education, Child Welfare, and Youth",211
-73.843047,40.853705,Pro Star Automotive Inc,Core Infrastructure and Transportation,211
-73.843916,40.84793,Calvary Hospital Inc,Health and Human Services,211
-73.850113,40.871417,Victory Vacation Bible School,"Education, Child Welfare, and Youth",211
-73.836993,40.852786,"The New Jewish Home Adult Day Health Care Program, Bronx",Health and Human Services,211
-73.851491,40.871148,R.A.I.N. Eastchester Senior Center,"Education, Child Welfare, and Youth",211
-73.863501,40.854241,Young Voices Academy Of The Bronx,"Education, Child Welfare, and Youth",211
-73.865355,40.841115,E & D Parking Corp,Core Infrastructure and Transportation,211
-73.838045,40.853806,Qp Hosp LLC,Core Infrastructure and Transportation,211
-73.831351,40.861156,Ely Ave Sewage Pumping Station,Core Infrastructure and Transportation,211
-73.856778,40.851085,St. Clare Of Assisi School,"Education, Child Welfare, and Youth",211
-73.851421,40.870825,Regional Aid For Interim Needs Inc,Health and Human Services,211
