X,Y,facname,facdomain,borocd
-73.829293,40.883635,It's Our Time Automotive Inc,Core Infrastructure and Transportation,212
-73.837484,40.873265,Haffen Pool,"Education, Child Welfare, and Youth",212
-73.872938,40.899062,Woodlan Playground,"Education, Child Welfare, and Youth",212
-73.865365,40.875406,Mmcc@Gunhill Cornerstone,"Education, Child Welfare, and Youth",212
-73.849749,40.87776,Eastchester Heights,"Education, Child Welfare, and Youth",212
-73.831578,40.88797,Iglesia De Dios Pentecostal,Health and Human Services,212
-73.852463,40.900736,Envy Towing & Recovery Corp.,Core Infrastructure and Transportation,212
-73.847033,40.871266,Eastchester Presbyterian Church,Health and Human Services,212
-73.829912,40.886323,"Mv Transportation, Inc.",Core Infrastructure and Transportation,212
-73.868412,40.875788,Mind-Builders Creative Arts Center,Health and Human Services,212
-73.865235,40.90213,Saint Barnabas School,"Education, Child Welfare, and Youth",212
-73.865334,40.902012,St Barnabas Elementary School,"Education, Child Welfare, and Youth",212
-73.852576,40.904237,Thomas House,"Education, Child Welfare, and Youth",212
-73.824616,40.887361,"Alpha Recycling, Inc.",Core Infrastructure and Transportation,212
-73.866471,40.877505,Williamsbridge Square,"Parks, Gardens, and Historical Sites",212
-73.869617,40.896761,234 Street,"Education, Child Welfare, and Youth",212
-73.862761,40.876693,Astor Child Guidance Center,Health and Human Services,212
-73.834716,40.870943,727 Automotive Inc.,Core Infrastructure and Transportation,212
-73.864435,40.876446,Immaculate Conception Church,Health and Human Services,212
-73.873886,40.898974,Woodlawn Playground,"Education, Child Welfare, and Youth",212
-73.865265,40.885811,Bronx Park Rehabilitation & Nursing Center,Health and Human Services,212
-73.865399,40.874664,Gun Hill Playground,"Education, Child Welfare, and Youth",212
-73.846987,40.890889,Rainbow Rhymes Learning Center,"Education, Child Welfare, and Youth",212
-73.8674,40.889559,Admiral David Glasgow Farragut Gravesite,"Parks, Gardens, and Historical Sites",212
-73.827627,40.886464,Boston Road Towing & Recovery Service Inc.,Core Infrastructure and Transportation,212
-73.853041,40.895445,Catherine Corry Early Childhood Acad,"Education, Child Welfare, and Youth",212
-73.852436,40.875391,Saints Philip & James School,"Education, Child Welfare, and Youth",212
-73.826654,40.886163,Top Notch Automotive Corp,Core Infrastructure and Transportation,212
-73.860476,40.89485,Qp Hosp LLC,Core Infrastructure and Transportation,212
-73.824789,40.885835,E.I.G. Auto Salvage Inc.,Core Infrastructure and Transportation,212
-73.825132,40.888102,"Alpha Recycling, Inc.",Core Infrastructure and Transportation,212
-73.824536,40.886769,New England Used Auto Parts Inc,Core Infrastructure and Transportation,212
-73.846015,40.890805,GED P2g-Dewitt Clinton HS - Ahsep,"Education, Child Welfare, and Youth",212
-73.830731,40.890947,Astor Services For Children And Families / Lawrence F. Hickey Center,"Education, Child Welfare, and Youth",212
-73.861422,40.87554,USDA-CEO P723x At Bronx Lab School,"Education, Child Welfare, and Youth",212
-73.850815,40.901607,City Owned Property,Administration of Government,212
-73.848387,40.87613,Regional Aid For Interim Needs Inc,Health and Human Services,212
-73.866682,40.878274,Williamsbridge Home Dialysis Center,Health and Human Services,212
-73.830731,40.890947,Lawrence F. Hickey Center,Health and Human Services,212
-73.862375,40.873878,Learning Tree Prep School(The),"Education, Child Welfare, and Youth",212
-73.83657,40.870715,A Place Of Miracles,"Education, Child Welfare, and Youth",212
-73.852576,40.904237,Thompson House,"Education, Child Welfare, and Youth",212
-73.852291,40.873706,City Owned Property,Administration of Government,212
-73.843193,40.885008,P.S. 112 Bronxwood School,"Education, Child Welfare, and Youth",212
-73.84527,40.885901,Mmcc Edenwald Beacon Summer Day Camp,"Education, Child Welfare, and Youth",212
-73.865269,40.876003,Gun Hill Senior Center,"Education, Child Welfare, and Youth",212
-73.850591,40.882643,Laconia Day Camp,"Education, Child Welfare, and Youth",212
-73.849111,40.905294,Centers Home Health Care of Western New York,Health and Human Services,212
-73.859092,40.897412,Bronx Blvd Automotive Corp.,Core Infrastructure and Transportation,212
-73.857755,40.900311,Wakefield Recovery Center OP,Health and Human Services,212
-73.847257,40.890407,Serena Group Home,"Education, Child Welfare, and Youth",212
-73.826638,40.888339,BX12g,Core Infrastructure and Transportation,212
-73.845005,40.884363,Edenwald Playground,"Parks, Gardens, and Historical Sites",212
-73.851783,40.899799,239th Street Yard,Core Infrastructure and Transportation,212
-73.846332,40.88802,47th Pct. Off Street Parking,Administration of Government,212
-73.859153,40.890921,Town Hall,Administration of Government,212
-73.855777,40.876988,City Owned Property,Administration of Government,212
-73.854482,40.902314,P.S. 016 Wakefield,"Education, Child Welfare, and Youth",212
-73.855707,40.882549,City Owned Property,Administration of Government,212
-73.84031,40.882635,Cardinal Spellman High School,"Education, Child Welfare, and Youth",212
-73.854754,40.885277,United Educare Preschool,"Education, Child Welfare, and Youth",212
-73.84043,40.886165,Baychester Middle School (142),"Education, Child Welfare, and Youth",212
