X,Y,facname,facdomain,borocd
-73.928326,40.657037,Little Angel Day Care # 4,"Education, Child Welfare, and Youth",317
-73.946046,40.6508,Joan Watkins Corp. D / B / A Pre - School Minds DCC,"Education, Child Welfare, and Youth",317
-73.928745,40.658896,Kings Collegiate Charter School,"Education, Child Welfare, and Youth",317
-73.940912,40.655153,PS 235 & Playground,"Parks, Gardens, and Historical Sites",317
-73.940219,40.651088,Bryan's Educational Center,Health and Human Services,317
-73.954443,40.652106,Aobh Brooklyn,"Education, Child Welfare, and Youth",317
-73.914938,40.655704,Fun Flicks (Bklyn Public Library),"Education, Child Welfare, and Youth",317
-73.914986,40.655918,Schulman&Schachne Inst for ADHC,Health and Human Services,317
-73.930427,40.648829,Rugby Branch Library,Libraries and Cultural Programs,317
-73.947586,40.643042,Worldwide Evangelical Outreach,Health and Human Services,317
-73.928145,40.64196,Rehoboth Open Bible,"Education, Child Welfare, and Youth",317
-73.948261,40.638599,Nostrand Playground,"Education, Child Welfare, and Youth",317
-73.947092,40.634276,Glenwood Avenue Head Start,"Education, Child Welfare, and Youth",317
-73.933863,40.654355,Battalion Christian Academy,"Education, Child Welfare, and Youth",317
-73.935394,40.651189,Excelsior Elementary School,"Education, Child Welfare, and Youth",317
-73.954348,40.652788,"Caribbean Women's Health Assoc, Inc","Education, Child Welfare, and Youth",317
-73.930966,40.636886,Great Oaks Academy,"Education, Child Welfare, and Youth",317
-73.950549,40.644551,Altruistic Hands,"Education, Child Welfare, and Youth",317
-73.926674,40.640192,Bible Speaks Academy (The),"Education, Child Welfare, and Youth",317
-73.922224,40.64804,Kurt Hahn Expeditionary Learning School,"Education, Child Welfare, and Youth",317
-73.927899,40.663965,P.S. 398 Walter Weaver,"Education, Child Welfare, and Youth",317
-73.955119,40.648472,Gospel Tabernacle Church of Jesus Christ Inc.,Health and Human Services,317
-73.928238,40.66312,"Community Parents, Inc.","Education, Child Welfare, and Youth",317
-73.928745,40.658896,East Flatbush Community Research School,"Education, Child Welfare, and Youth",317
-73.944321,40.650892,"Caribbean Women's Health Association, Inc.",Health and Human Services,317
-73.93846,40.651569,Future Generations Childcare Center,"Education, Child Welfare, and Youth",317
-73.945913,40.648109,"PS 181, Mini-School&Playground","Parks, Gardens, and Historical Sites",317
