X,Y,facname,facdomain,borocd
-74.005553,40.707767,Appellate Advocates,Health and Human Services,101
-74.012433,40.706232,Adolescent Skills Center Manhattan,Health and Human Services,101
-74.001822,40.716328,Collect Pond Pk/Leonold St Fld,"Parks, Gardens, and Historical Sites",101
-74.0091,40.721015,Gods Love We Deliver,"Education, Child Welfare, and Youth",101
-74.009316,40.71982,Sp Plus Corporation,Core Infrastructure and Transportation,101
-74.006157,40.712803,City Hall/Tweed Crths/Park,Administration of Government,101
-74.009154,40.712219,The Barclay Street School,"Education, Child Welfare, and Youth",101
-74.018053,40.704365,Pier A / Marine Unit #1,Core Infrastructure and Transportation,101
-74.010631,40.712727,Fdrl Office Bldg-Post Office,Administration of Government,101
-74.007461,40.717112,New York County Supreme Court - Civil Term,"Public Safety, Emergency Services, and Administration of Justice",101
-74.010517,40.70822,City Planning Hq,Administration of Government,101
-74.006054,40.721542,Gateway New York,"Education, Child Welfare, and Youth",101
-74.005347,40.70873,"Ellen Beckerman & Company, Inc.",Libraries and Cultural Programs,101
-74.0062,40.704804,Schermerhorn Row Block,"Parks, Gardens, and Historical Sites",101
-74.006598,40.719572,Lad 8,"Public Safety, Emergency Services, and Administration of Justice",101
-74.003763,40.714835,James L. Watson United States Court of International Trade Building,"Public Safety, Emergency Services, and Administration of Justice",101
-74.010607,40.702266,2 New York Plaza,"Parks, Gardens, and Historical Sites",101
-74.005776,40.720247,Beach Street Park/Tribeca Park,"Parks, Gardens, and Historical Sites",101
-74.009341,40.704747,Hanover Square Park,"Parks, Gardens, and Historical Sites",101
-74.004242,40.713594,Surrogate Court,Administration of Government,101
-74.002521,40.705038,Pier 16,Administration of Government,101
-74.005486,40.710426,New York-Presbyterian/Lower Manhattan Hospital,Health and Human Services,101
-74.011047,40.705277,"55 BROAD STREET, New York, NY 10004","Parks, Gardens, and Historical Sites",101
-74.014994,40.707761,"50 WEST STREET, New York, NY 10006","Parks, Gardens, and Historical Sites",101
-74.015237,40.707093,Brooklyn Battery Tunnel Garage,Administration of Government,101
-74.015516,40.687603,South Battery,"Parks, Gardens, and Historical Sites",101
-74.0081,40.709086,John Street Methodist Church,"Parks, Gardens, and Historical Sites",101
-74.001482,40.705442,Pier 17 / South Street Seaport,Administration of Government,101
-74.010581,40.725344,Canal Park,"Parks, Gardens, and Historical Sites",101
-74.0091,40.706484,Bank of New York Building,"Parks, Gardens, and Historical Sites",101
-74.009253,40.715891,Bogardus Plaza,"Parks, Gardens, and Historical Sites",101
-74.012219,40.708025,Trinity Wall Street,Health and Human Services,101
-74.012478,40.706578,Alt Learning Center At Bowling Green,"Education, Child Welfare, and Youth",101
-74.004429,40.719029,Apex Art Curatorial Program,Libraries and Cultural Programs,101
-74.011993,40.705335,60 Broad St/33 Beaver St,Administration of Government,101
-74.0105,40.708228,Equitable Building,"Parks, Gardens, and Historical Sites",101
-74.019955,40.689076,Hammock Grove,"Parks, Gardens, and Historical Sites",101
-74.0096,40.716056,Sky Parking Corp.,Core Infrastructure and Transportation,101
-74.013389,40.709616,One Bankers Trust Plaza,"Parks, Gardens, and Historical Sites",101
-74.004232,40.715483,Fedkids Child Care Center Managed By Horizons,"Education, Child Welfare, and Youth",101
-74.009376,40.71002,"Concord Rusam, Inc.","Education, Child Welfare, and Youth",101
-74.000851,40.711442,Murry Bergtraum HS,"Education, Child Welfare, and Youth",101
-74.001148,40.717299,Downtown Community Television Center,Libraries and Cultural Programs,101
-74.003238,40.710148,Hamilton Madison House Inc,Health and Human Services,101
-74.00228,40.708796,Pre-K Center At 1 Peck Slip,"Education, Child Welfare, and Youth",101
-74.0093,40.705939,First National City Bank (Merchants' Exchange),"Parks, Gardens, and Historical Sites",101
-74.007796,40.707083,Doi Headquarters,Administration of Government,101
-74.001658,40.707404,Richard Allen Center for Culture and Art,Libraries and Cultural Programs,101
-74.0105,40.706749,"Morgan, J. P., & Co. Building","Parks, Gardens, and Historical Sites",101
-74.005714,40.720584,"Dova, Inc.",Libraries and Cultural Programs,101
-74.007485,40.713412,Commercial Condominium Unit #1,Administration of Government,101
-74.006997,40.717081,Main Office,Health and Human Services,101
-74.018053,40.704365,Pier A / Marine Unit #1,Administration of Government,101
-74.012271,40.70648,Contemporary Guidance Svcs Inc,Health and Human Services,101
-74.003668,40.707525,Seaport Park,Administration of Government,101
-74.012721,40.705794,NYawc,Health and Human Services,101
-74.00542,40.719312,512 Parking Corp.,Core Infrastructure and Transportation,101
-74.012078,40.716212,Tribeca Dog Run,"Parks, Gardens, and Historical Sites",101
-74.011335,40.701396,Governors Island Ferry Slip No 7,Core Infrastructure and Transportation,101
-74.0125,40.7075,Empire Building,"Parks, Gardens, and Historical Sites",101
-74.0137,40.70264,"Watson, James, House","Parks, Gardens, and Historical Sites",101
-74.005129,40.706362,"175 WATER STREET, New York, NY 10038","Parks, Gardens, and Historical Sites",101
-74.009028,40.701214,Downtown Manhattan/Wall St,Core Infrastructure and Transportation,101
-74.0069,40.710632,New York City Gay & Lesbian Anti-Violence Proj.,Health and Human Services,101
-74.017439,40.707046,"Riverwatch Garage, LLC",Core Infrastructure and Transportation,101
-74.003887,40.714022,Court Square Bldg,Administration of Government,101
-74.011037,40.707438,Global Education Insurance School,"Education, Child Welfare, and Youth",101
-74.007665,40.707678,Vp International Institute,"Education, Child Welfare, and Youth",101
-74.010159,40.705753,"Ellana, Inc.","Education, Child Welfare, and Youth",101
-74.004365,40.706861,"Central Parking System Of New York,Inc.",Core Infrastructure and Transportation,101
-74.013129,40.718648,Battery Park City,Administration of Government,101
-74.001557,40.71429,New York County Grand Jury,"Public Safety, Emergency Services, and Administration of Justice",101
-74.010504,40.710468,September 11th Widows and Victim Families Association,Libraries and Cultural Programs,101
-74.005936,40.702996,Pier 11,Administration of Government,101
-74.0111,40.705774,"Lee, Higginson & Company Bank Building","Parks, Gardens, and Historical Sites",101
-74.001389,40.707569,Peck Slip Park,"Parks, Gardens, and Historical Sites",101
-73.999934,40.717313,Chinese-American Planning Council Inc.,"Education, Child Welfare, and Youth",101
-74.005906,40.715173,"Future Media Concepts, Inc.","Education, Child Welfare, and Youth",101
-74.010231,40.711122,"Central Parking System Of New York,Inc.",Core Infrastructure and Transportation,101
-74.014677,40.708614,Ujc Rector Street Office,Health and Human Services,101
-74.007409,40.713432,Commercial Condominium Unit #2,Administration of Government,101
-74.015844,40.713993,Standard Parking Corporation,Core Infrastructure and Transportation,101
-74.009154,40.712219,Olivet Academy,"Education, Child Welfare, and Youth",101
