X,Y,facname,facdomain,borocd
-73.98515,40.758432,Bertelsmann,"Parks, Gardens, and Historical Sites",105
-73.981251,40.750743,Regal Parking LLC,Core Infrastructure and Transportation,105
-73.984824,40.744962,Barclay Career Schools,"Education, Child Welfare, and Youth",105
-73.989422,40.748102,Techno-Dent Training Ctr,"Education, Child Welfare, and Youth",105
-73.983336,40.750812,"420 FIFTH AVENUE, New York, NY 10018","Parks, Gardens, and Historical Sites",105
-73.988657,40.735413,110 East 16th Street Associates LLC,Core Infrastructure and Transportation,105
-73.995425,40.738988,P094m At M340,"Education, Child Welfare, and Youth",105
-73.982532,40.76627,"Young Concert Artists, Inc.",Libraries and Cultural Programs,105
-73.995302,40.748754,American Bartenders School Of NY LLC,"Education, Child Welfare, and Youth",105
-73.981612,40.759971,1251 Avenue of the Americas,"Parks, Gardens, and Historical Sites",105
-73.976167,40.764521,"58 WEST 58 STREET, New York, NY 10019","Parks, Gardens, and Historical Sites",105
-73.972,40.758389,Seagram Building,"Parks, Gardens, and Historical Sites",105
-73.984576,40.740534,St. Francis I,Health and Human Services,105
-73.988975,40.74271,Worth Square,"Parks, Gardens, and Historical Sites",105
-73.988913,40.755525,Research Foundation of CUNY,Libraries and Cultural Programs,105
-73.994126,40.747801,"215 W 28th Equities, LLC",Core Infrastructure and Transportation,105
-73.990281,40.747129,Hotel Eventi,"Parks, Gardens, and Historical Sites",105
-73.9694,40.761349,"135 EAST 57 STREET, New York, NY 10022","Parks, Gardens, and Historical Sites",105
-73.992616,40.752801,GED Plus-Altert Ed Complex-Ahsep,"Education, Child Welfare, and Youth",105
-73.985517,40.747694,RTF - Non Medicaid CC,Health and Human Services,105
-73.990802,40.746712,"The New Jewish Home, Home Care",Health and Human Services,105
-73.994431,40.749514,Olivieri,Health and Human Services,105
-73.986572,40.744,Prince George Sro,Health and Human Services,105
-73.989214,40.734643,Mount Sinai Downtown Union Square,Health and Human Services,105
-73.987271,40.747798,Dreamitedu Inc,"Education, Child Welfare, and Youth",105
-73.992605,40.753054,"Tcy Technologies, Inc.","Education, Child Welfare, and Youth",105
-73.976137,40.763251,Parking 56 LLC,Core Infrastructure and Transportation,105
-73.987895,40.750104,Herald Square Plaza,"Parks, Gardens, and Historical Sites",105
-73.980893,40.762046,Flatotel,"Parks, Gardens, and Historical Sites",105
-73.969739,40.761752,Galleria,"Parks, Gardens, and Historical Sites",105
-73.989224,40.741535,Flatiron Plaza,"Parks, Gardens, and Historical Sites",105
-73.977471,40.763275,1370 Avenue of the Americas,"Parks, Gardens, and Historical Sites",105
-73.994876,40.749951,Campus Education,"Education, Child Welfare, and Youth",105
-73.968863,40.761798,Children's Evaluation Inc,"Education, Child Welfare, and Youth",105
-73.9881,40.74609,Gilsey Hotel,"Parks, Gardens, and Historical Sites",105
-73.991905,40.753617,"Working Theatre Company, Inc.",Libraries and Cultural Programs,105
-73.985284,40.761369,225 W. 49 Development LLC.,Core Infrastructure and Transportation,105
-73.983627,40.743374,Ascot,"Parks, Gardens, and Historical Sites",105
-73.992132,40.749981,Two Penn Plaza/Madison Square Garden,"Parks, Gardens, and Historical Sites",105
-73.989952,40.739916,General Assembly,"Education, Child Welfare, and Youth",105
-73.973646,40.75908,Park Avenue Plaza,"Parks, Gardens, and Historical Sites",105
-73.983896,40.744633,Aaron School (8-12),"Education, Child Welfare, and Youth",105
-73.988452,40.753121,"Kinney Parking System, LLC",Core Infrastructure and Transportation,105
-73.983049,40.747137,"Young Audiences, Inc.",Libraries and Cultural Programs,105
-73.980964,40.756594,Sp Plus Corporation,Core Infrastructure and Transportation,105
-73.986981,40.749614,New York School Of Design,"Education, Child Welfare, and Youth",105
-73.994436,40.749866,New York Restoration Project,Libraries and Cultural Programs,105
-73.982785,40.74307,Park 28 LLC,Core Infrastructure and Transportation,105
-73.981672,40.767044,Columbus Circle Plaza,"Parks, Gardens, and Historical Sites",105
-73.982168,40.754488,University Eye Center,Health and Human Services,105
-73.983637,40.747406,"172 MADISON AVENUE, New York, NY 10016","Parks, Gardens, and Historical Sites",105
-73.990777,40.748182,NYC Office of Payroll Administration Office,Administration of Government,105
-73.982942,40.760554,Bright Horizons Children's Centers LLC,"Education, Child Welfare, and Youth",105
-73.979112,40.75242,Shillington School Of Graphic Design,"Education, Child Welfare, and Youth",105
-73.987384,40.747839,Authentic Bartending School,"Education, Child Welfare, and Youth",105
-73.992951,40.748626,Transitional 2,"Education, Child Welfare, and Youth",105
-73.983713,40.764442,Mandl School Inc,"Education, Child Welfare, and Youth",105
-73.977988,40.760902,Sp Plus Corporation,Core Infrastructure and Transportation,105
-73.970078,40.760138,Welcome Parking LLC,Core Infrastructure and Transportation,105
-73.9732,40.758913,Racquet and Tennis Club Building,"Parks, Gardens, and Historical Sites",105
-73.9752,40.758899,Look Building,"Parks, Gardens, and Historical Sites",105
-73.98654,40.747368,"Chamber Music America, Inc.",Libraries and Cultural Programs,105
-73.972635,40.756855,Terrence Cardinal Cooke-Cathedral,Libraries and Cultural Programs,105
-73.992093,40.743033,Center for Adult PSychotherapy,Health and Human Services,105
-73.99053,40.753329,New York Language Center - Midtown,"Education, Child Welfare, and Youth",105
-73.987649,40.750291,Herald Square.Park,"Parks, Gardens, and Historical Sites",105
-73.98867,40.747409,"Central Parking System Of New York,Inc.",Core Infrastructure and Transportation,105
-73.983206,40.763792,NYC Office of the Mayor Office,Administration of Government,105
-73.990489,40.747522,International Career Inst 675,"Education, Child Welfare, and Youth",105
-73.987567,40.754211,136 W. 40th Parking LLC,Core Infrastructure and Transportation,105
-73.97422,40.760775,Ampco System Parking,Core Infrastructure and Transportation,105
-73.983374,40.747465,Open Hearts Language Academy NY Inc.,"Education, Child Welfare, and Youth",105
-73.97895,40.75394,Japan Lang Forum Ltd,"Education, Child Welfare, and Youth",105
-73.985989,40.760881,"Japan Performing Arts, Inc.",Libraries and Cultural Programs,105
-73.974934,40.763828,Quik Park West 57 LLC,Core Infrastructure and Transportation,105
-73.990239,40.734816,Union Square Park,"Parks, Gardens, and Historical Sites",105
-73.99213,40.752249,"Pulse Ensemble Theatre, Inc.",Libraries and Cultural Programs,105
-73.987834,40.747729,Visiting Nurse Service of NY - HH Non - Medicaid CM,Health and Human Services,105
-73.979238,40.764801,Sp Plus Corporation,Core Infrastructure and Transportation,105
-73.989276,40.753956,"Fashion Center District Management Association, Inc.",Libraries and Cultural Programs,105
-73.981131,40.751799,Wood Tobe-Coburn School,"Education, Child Welfare, and Youth",105
-73.9793,40.765885,Alwyn Court Apartments,"Parks, Gardens, and Historical Sites",105
-73.985416,40.747688,St. Giles International NYC,"Education, Child Welfare, and Youth",105
-73.9774,40.757198,New York Bible Society,"Parks, Gardens, and Historical Sites",105
-73.9858,40.74456,Seville Hotel,"Parks, Gardens, and Historical Sites",105
-73.990802,40.746712,Birch Family Services,Health and Human Services,105
-73.984902,40.745571,American Academy of Dramatic Arts,Libraries and Cultural Programs,105
-73.99414,40.746753,Fashion Institute Of Technology,"Education, Child Welfare, and Youth",105
-73.995302,40.748754,Career & Educational Consultant Metr,"Education, Child Welfare, and Youth",105
-73.975188,40.760375,High 5 Tickets to the Arts,Libraries and Cultural Programs,105
-73.982964,40.753497,Bryant Park,"Parks, Gardens, and Historical Sites",105
-73.973082,40.757236,St. Bartholomew Community Pre-School Foundation,"Education, Child Welfare, and Youth",105
-73.993005,40.748418,"Midori Foundation, Inc.",Libraries and Cultural Programs,105
-73.986249,40.748979,Alphaprimetech,"Education, Child Welfare, and Youth",105
-73.988627,40.751253,"All Out Arts, Inc.",Libraries and Cultural Programs,105
-73.991905,40.753617,"Theatre Communications Group, Inc.",Libraries and Cultural Programs,105
-73.9731,40.757234,St. Bartholomew's Church and Community House,"Parks, Gardens, and Historical Sites",105
-73.99518,40.73889,Bsft-Queens And Manhattan,"Education, Child Welfare, and Youth",105
-73.980898,40.758934,"Christie's Education, Inc","Education, Child Welfare, and Youth",105
-73.987188,40.752126,Mti Bus Sch Of NY(Tech Div)(5001),"Education, Child Welfare, and Youth",105
-73.989296,40.753126,Globe Inst Of Tech Inc,"Education, Child Welfare, and Youth",105
-73.98666,40.747113,Sp Plus Corporation,Core Infrastructure and Transportation,105
-73.983554,40.763117,52 - Broadway Garage Corp.,Core Infrastructure and Transportation,105
-73.977155,40.75144,Alexa Qp LLC,Core Infrastructure and Transportation,105
-73.987874,40.747774,"1250 BROADWAY, New York, NY 10001","Parks, Gardens, and Historical Sites",105
-73.9822,40.752239,Knox Building,"Parks, Gardens, and Historical Sites",105
-73.980311,40.766769,Eng 23,"Public Safety, Emergency Services, and Administration of Justice",105
-73.98715,40.751788,"Educational Theater of New York, Inc.",Libraries and Cultural Programs,105
-73.982664,40.754681,1114 Sixth Parking LLC,Core Infrastructure and Transportation,105
-73.980881,40.765361,"888 SEVENTH AVENUE, New York, NY 10106","Parks, Gardens, and Historical Sites",105
-73.978496,40.764241,Le Parker Meridien Hotel,"Parks, Gardens, and Historical Sites",105
-73.981675,40.751176,Harlem Hebrew Language Academy,"Education, Child Welfare, and Youth",105
-73.991905,40.753617,"Selfhelp Community Services, Inc..,",Health and Human Services,105
-73.986247,40.748971,Ultissima Beauty Inst-NY 724,"Education, Child Welfare, and Youth",105
-73.993284,40.745823,Theatreworks/USA Corp.,Libraries and Cultural Programs,105
-73.988913,40.755525,American Theatre Wing,Libraries and Cultural Programs,105
-73.99534,40.74877,Superior Career Institute,"Education, Child Welfare, and Youth",105
-73.9817,40.744116,New York School of Applied Design,"Parks, Gardens, and Historical Sites",105
-73.9938,40.746775,West 28th Street Subway Station (Dual System IRT),"Parks, Gardens, and Historical Sites",105
-73.983826,40.756006,Quik Park 1133 Garage LLC,Core Infrastructure and Transportation,105
-73.9881,40.755924,New Amsterdam Theater,"Parks, Gardens, and Historical Sites",105
-73.979798,40.753507,Emigrant Savings Bank,"Parks, Gardens, and Historical Sites",105
-73.985,40.75912,Father Francis P. Duffy Statue And Duffy Square,"Parks, Gardens, and Historical Sites",105
-73.982785,40.74307,Let's Park Corp.,Core Infrastructure and Transportation,105
-73.979705,40.762455,Sp Plus Corporation,Core Infrastructure and Transportation,105
-73.987829,40.745155,"Central Parking System Of New York, Inc",Core Infrastructure and Transportation,105
-73.972872,40.759607,Quik Park 390 Garage LLC,Core Infrastructure and Transportation,105
-73.982694,40.745717,"Festival of North American Orchestras, Inc.",Libraries and Cultural Programs,105
-73.9846,40.75649,Lamb's Club,"Parks, Gardens, and Historical Sites",105
-73.976821,40.764329,Ca- Speak Online,"Education, Child Welfare, and Youth",105
-73.99511,40.749364,Amsterdam Job Center,Administration of Government,105
-73.9822,40.7532,New York Public Library,"Parks, Gardens, and Historical Sites",105
-73.98364,40.748519,"Feminist Press, Inc.",Libraries and Cultural Programs,105
-73.969753,40.761706,"Central Parking System Of New York,Inc.",Core Infrastructure and Transportation,105
-73.980166,40.751825,Career Blazers Learning Center,"Education, Child Welfare, and Youth",105
-73.993172,40.746836,"Elder Craftsmen, Inc.",Libraries and Cultural Programs,105
-73.98414,40.764327,Time In Children's Arts Initiative,Libraries and Cultural Programs,105
-73.978067,40.751837,Pershing Square Plaza,"Parks, Gardens, and Historical Sites",105
-73.987598,40.753926,"Premier Home Health Care Services, Inc.",Health and Human Services,105
